#EventID|Time|Latitude|Longitude|Depth/Km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
22712111|2019-07-20T21:36:26.850000|37.9028|14.3023|62.8|BULLETIN-INGV||||ML|2.5|--|2 km NW Castel di Lucio (ME)
22712421|2019-07-20T23:47:45.000000|42.8487|13.213|8.6|BULLETIN-INGV||||ML|2.0|--|7 km SE Castelsantangelo sul Nera (MC)
22714351|2019-07-21T09:41:33.250000|37.5592|13.0367|9.5|BULLETIN-INGV||||ML|2.8|--|7 km NW Sciacca (AG)
22714421|2019-07-21T09:56:59.280000|37.6032|13.0203|9.0|BULLETIN-INGV||||ML|2.1|--|5 km E Menfi (AG)
22715411|2019-07-21T14:36:48.020000|44.3862|6.9425|9.4|BULLETIN-INGV||||ML|2.0|--|2 km W Argentera (CN)
22715761|2019-07-21T15:40:10.300000|44.4033|6.9393|10.1|BULLETIN-INGV||||ML|2.4|--|4 km NW Argentera (CN)
22716561|2019-07-21T19:26:04.850000|38.5132|15.5178|152.9|BULLETIN-INGV||||ML|2.8|--|Tirreno Meridionale (MARE)
22717371|2019-07-22T00:18:06.390000|42.7243|13.1793|8.4|BULLETIN-INGV||||ML|2.0|--|6 km W Accumoli (RI)
22717631|2019-07-22T01:31:25.100000|42.9072|13.1368|7.9|BULLETIN-INGV||||ML|2.2|--|2 km NW Castelsantangelo sul Nera (MC)
22718081|2019-07-22T04:15:07.130000|37.5422|13.0793|9.6|BULLETIN-INGV||||ML|2.0|--|4 km N Sciacca (AG)
22719651|2019-07-22T11:46:45.170000|37.6267|15.2347|6.4|BULLETIN-INGV||||ML|2.5|--|Costa Catanese (Catania)
22719911|2019-07-22T12:23:02.570000|43.8787|11.9702|6.7|BULLETIN-INGV||||ML|2.0|--|2 km N Bagno di Romagna (FC)
22720711|2019-07-22T15:25:50.560000|41.3978|13.9082|8.5|BULLETIN-INGV||||ML|2.3|--|1 km E Rocca d'Evandro (CE)
22721381|2019-07-22T17:51:19.580000|41.969|12.7708|17.1|BULLETIN-INGV||||ML|2.0|--|2 km W Tivoli (RM)
22722321|2019-07-22T21:45:36.720000|43.699|12.2072|55.5|BULLETIN-INGV||||ML|2.0|--|2 km E Badia Tedalda (AR)
22723411|2019-07-23T05:09:45.570000|37.7767|14.8488|10.3|BULLETIN-INGV||||ML|2.0|--|2 km SE Bronte (CT)
22723841|2019-07-23T05:59:12.350000|37.7868|14.8378|10.7|BULLETIN-INGV||||ML|2.0|--|Bronte (CT)
22724061|2019-07-23T06:29:59.280000|37.7865|14.8518|11.1|BULLETIN-INGV||||ML|2.2|--|2 km E Bronte (CT)
22724181|2019-07-23T06:36:14.660000|37.7807|14.8458|10.8|BULLETIN-INGV||||ML|2.2|--|1 km SE Bronte (CT)
22724441|2019-07-23T06:58:08.400000|37.7777|14.8272|10.6|BULLETIN-INGV||||ML|2.1|--|1 km SW Bronte (CT)
22724671|2019-07-23T07:24:22.260000|37.7802|14.8453|10.4|BULLETIN-INGV||||ML|2.1|--|1 km SE Bronte (CT)
22724921|2019-07-23T08:03:09.380000|37.7787|14.8438|10.2|BULLETIN-INGV||||ML|2.2|--|1 km SE Bronte (CT)
22725951|2019-07-23T10:24:29.510000|37.7885|14.8573|10.9|BULLETIN-INGV||||ML|2.3|--|2 km E Bronte (CT)
22729751|2019-07-24T03:19:58.160000|37.9057|15.0272|24.6|BULLETIN-INGV||||ML|2.0|--|2 km W Moio Alcantara (ME)
22735281|2019-07-25T01:10:00.230000|42.7958|13.2422|13.9|BULLETIN-INGV||||ML|2.0|--|5 km W Arquata del Tronto (AP)
22735441|2019-07-25T02:59:11.830000|38.0832|15.1548|8.4|BULLETIN-INGV||||ML|2.0|--|2 km SE Mazzarrà Sant'Andrea (ME)
22735761|2019-07-25T06:07:19.280000|37.6125|13.0062|9.9|BULLETIN-INGV||||ML|2.5|--|4 km E Menfi (AG)
22738871|2019-07-25T13:47:30.110000|37.7442|15.1028|8.9|BULLETIN-INGV||||ML|2.7|--|3 km NW Milo (CT)
22741631|2019-07-26T04:07:53.860000|38.6927|18.1292|18.8|BULLETIN-INGV||||ML|3.6|--|Mar Ionio Settentrionale (MARE)
22741761|2019-07-26T04:20:57.380000|38.7382|18.0663|15.7|BULLETIN-INGV||||ML|2.5|--|Mar Ionio Settentrionale (MARE)
22744651|2019-07-26T13:07:22.760000|38.3903|16.3047|36.1|BULLETIN-INGV||||ML|2.1|--|3 km NE San Giovanni di Gerace (RC)
22747371|2019-07-26T23:37:58.586000|20.6684|122.05|9.8|SURVEY-INGV-A||||Mwp|6.0|--|Philippines [Sea]
22747691|2019-07-27T02:04:54.430000|42.8165|13.1285|9.9|BULLETIN-INGV||||ML|2.1|--|4 km NE Norcia (PG)
22749831|2019-07-27T10:30:37.950000|42.8787|13.0412|9.9|BULLETIN-INGV||||ML|2.0|--|Preci (PG)
22754741|2019-07-27T16:59:25.600000|42.8687|13.0415|9.9|BULLETIN-INGV||||ML|2.0|--|1 km S Preci (PG)
22756031|2019-07-27T18:31:07.901000|33.0152|137.413|372.3|SURVEY-INGV-A||||Mwp|6.1|--|Near south coast of eastern Honshu, Japan [Sea: Japan]
22758201|2019-07-28T00:08:17.700000|41.8345|16.0375|18.7|BULLETIN-INGV||||ML|2.7|--|10 km SE Vico del Gargano (FG)
22758311|2019-07-28T00:21:43.060000|42.8772|13.1107|8.3|BULLETIN-INGV||||ML|2.0|--|4 km SW Castelsantangelo sul Nera (MC)
22759171|2019-07-28T01:40:56.840000|42.2305|13.3692|10.5|BULLETIN-INGV||||ML|2.0|--|7 km SE Lucoli (AQ)
22764281|2019-07-28T15:56:01.790000|46.2017|12.7648|10.1|BULLETIN-INGV||||ML|2.7|--|1 km NW Cavasso Nuovo (PN)
22765141|2019-07-28T18:33:25.500000|46.4605|13.149|5.5|BULLETIN-INGV||||ML|2.0|--|7 km NW Moggio Udinese (UD)
22765331|2019-07-28T19:19:14.660000|46.1888|13.0725|8.9|BULLETIN-INGV||||ML|3.3|--|Majano (UD)
22768021|2019-07-29T14:13:08.330000|43.768|13.2598|9.8|BULLETIN-INGV||||ML|2.8|--|Costa Marchigiana Anconetana (Ancona)
22768131|2019-07-29T14:36:33.330000|44.4733|9.7497|7.5|BULLETIN-INGV||||ML|2.4|--|2 km SW Borgo Val di Taro (PR)
22770721|2019-07-30T04:02:09.900000|40.6987|15.9612|22.3|BULLETIN-INGV||||ML|2.0|--|4 km W Tolve (PZ)
22770951|2019-07-30T05:27:35.800000|38.8578|15.6422|172.6|BULLETIN-INGV||||ML|2.4|--|Tirreno Meridionale (MARE)
22771441|2019-07-30T07:53:43.230000|42.821|13.1952|9.8|BULLETIN-INGV||||ML|2.9|--|9 km E Norcia (PG)
22772041|2019-07-30T09:11:22.860000|42.2337|13.3673|10.9|BULLETIN-INGV||||ML|2.0|--|7 km SE Lucoli (AQ)
22774701|2019-07-30T16:56:44.080000|37.7518|15.0778|6.5|BULLETIN-INGV||||ML|2.2|--|5 km NW Milo (CT)
22775811|2019-07-30T22:47:19.550000|37.4998|14.3672|35.2|BULLETIN-INGV||||ML|2.0|--|2 km W Valguarnera Caropepe (EN)
22776331|2019-07-31T04:40:03.908000|35.4059|24.8599|70.7|SURVEY-INGV-A||||mb|5.2|--|Crete, Greece [Land: Greece]
22776831|2019-07-31T05:32:28.460000|47.7225|9.0262|10.0|BULLETIN-INGV||||ML|2.7|--|Confine Svizzera-Germania (SVIZZERA, GERMANIA)
22778191|2019-07-31T11:29:13.470000|44.211|11.8573|22.2|BULLETIN-INGV||||ML|2.7|--|7 km E Brisighella (RA)
22779411|2019-07-31T15:02:34.147000|-16.1719|168.076|184.4|SURVEY-INGV-A||||Mwp|6.4|--|Vanuatu Islands [Sea: Vanuatu]
22779361|2019-07-31T15:03:58.520000|37.8488|16.2195|36.7|BULLETIN-INGV||||ML|2.1|--|Costa Calabra sud-orientale (Reggio di Calabria)
22781901|2019-08-01T00:05:28.920000|44.5302|9.3963|6.4|BULLETIN-INGV||||ML|2.3|--|1 km E Rezzoaglio (GE)
22782431|2019-08-01T05:01:57.200000|45.4217|10.6025|34.9|BULLETIN-INGV||||ML|2.1|--|3 km NW Pozzolengo (BS)
22782561|2019-08-01T06:11:37.140000|36.9967|15.0712|22.0|BULLETIN-INGV||||ML|2.3|--|4 km S Canicattini Bagni (SR)
22783051|2019-08-01T08:01:21.360000|39.5798|16.1828|89.7|BULLETIN-INGV||||ML|2.3|--|5 km SE Roggiano Gravina (CS)
22785571|2019-08-01T17:40:31.200000|38.6362|14.4408|11.1|BULLETIN-INGV||||ML|2.4|--|Isole Eolie (Messina)
22785671|2019-08-01T17:49:07.630000|37.8623|14.565|6.5|BULLETIN-INGV||||ML|2.7|--|8 km NE Cerami (EN)
22786031|2019-08-01T18:28:06.099000|-34.1666|-72.3757|19.7|SURVEY-INGV-A||||Mwp|6.6|--|Chile (Peruvian point of view) [Sea]
22787261|2019-08-02T05:07:41.360000|38.6285|15.6885|103.2|BULLETIN-INGV||||ML|3.4|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
22788041|2019-08-02T07:48:39.280000|42.75|13.0603|11.4|BULLETIN-INGV||||ML|2.1|--|5 km NE Cascia (PG)
22789401|2019-08-02T12:03:23.776000|-7.30547|104.815|19.5|SURVEY-INGV-A||||Mwp|6.8|--|Southwest of Sumatera, Indonesia [Sea: Indonesia]
22792981|2019-08-02T21:16:23.090000|38.0568|15.6637|12.6|BULLETIN-INGV||||ML|2.3|--|6 km S Reggio di Calabria (RC)
22794801|2019-08-03T08:39:50.240000|42.0882|13.3133|9.7|BULLETIN-INGV||||ML|2.6|--|4 km NW Scurcola Marsicana (AQ)
22795761|2019-08-03T13:00:27.340000|38.4752|15.5092|131.9|BULLETIN-INGV||||ML|2.1|--|Tirreno Meridionale (MARE)
22797331|2019-08-03T17:49:55.480000|38.9542|16.7562|7.5|BULLETIN-INGV||||ML|2.4|--|3 km SW Cropani (CZ)
22798951|2019-08-04T04:58:45.310000|40.1517|15.5058|291.7|BULLETIN-INGV||||ML|2.1|--|4 km NE Torre Orsaia (SA)
22800081|2019-08-04T10:23:02.586000|37.6805|141.671|19.5|SURVEY-INGV-A||||Mwp|6.3|--|Near east coast of eastern Honshu, Japan [Sea: Japan]
22802811|2019-08-04T19:15:27.400000|42.7465|13.1442|11.1|BULLETIN-INGV||||ML|2.3|--|7 km SE Norcia (PG)
22803121|2019-08-04T21:12:55.310000|42.6105|13.2728|11.6|BULLETIN-INGV||||ML|2.3|--|3 km SW Amatrice (RI)
22803151|2019-08-04T21:27:30.960000|44.3377|10.5788|8.5|BULLETIN-INGV||||ML|2.0|--|5 km SW Montefiorino (MO)
22804901|2019-08-05T06:25:38.850000|44.5232|7.2717|12.8|BULLETIN-INGV||||ML|2.3|--|4 km NE San Damiano Macra (CN)
22805731|2019-08-05T09:01:06.605000|-18.3867|-174.123|19.5|SURVEY-INGV-A||||Mwp|6.0|--|Tonga Islands [Sea: Tonga]
22805931|2019-08-05T10:16:21.750000|37.664|13.2203|7.7|BULLETIN-INGV||||ML|3.6|--|2 km SW Giuliana (PA)
22806481|2019-08-05T12:21:03.330000|38.6307|15.7432|3.2|BULLETIN-INGV||||ML|2.2|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
22807001|2019-08-05T13:54:57.370000|38.6597|14.0913|18.7|BULLETIN-INGV||||ML|2.4|--|Tirreno Meridionale (MARE)
22809411|2019-08-05T21:28:18.730000|38.6253|14.2322|16.1|BULLETIN-INGV||||ML|2.8|--|Isole Eolie (Messina)
22809491|2019-08-05T21:49:09.330000|46.6527|13.684|10.3|BULLETIN-INGV||||ML|2.6|--|V3 Tarvisio (ITALIA, AUSTRIA, SLOVENIA)
22814271|2019-08-06T15:28:37.450000|38.0462|15.0277|6.2|BULLETIN-INGV||||ML|2.6|--|3 km NE Montalbano Elicona (ME)
22814411|2019-08-06T15:32:31.460000|38.7463|15.668|103.1|BULLETIN-INGV||||ML|2.2|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
22817641|2019-08-07T05:32:40.801000|-15.4195|167.791|125.8|SURVEY-INGV-A||||Mwp|6.0|--|Vanuatu Islands [Land: Vanuatu]
22819761|2019-08-07T12:58:03.990000|38.0292|14.7483|8.7|BULLETIN-INGV||||ML|2.0|--|Longi (ME)
22820111|2019-08-07T14:05:13.270000|39.3307|16.2403|9.9|BULLETIN-INGV||||ML|2.7|--|4 km NW Cosenza (CS)
22820251|2019-08-07T14:29:14.420000|43.374|12.472|8.2|BULLETIN-INGV||||ML|2.0|--|8 km SE Pietralunga (PG)
22823731|2019-08-08T05:31:26.990000|40.7553|15.4858|7.2|BULLETIN-INGV||||ML|3.1|--|Muro Lucano (PZ)
22823821|2019-08-08T05:36:35.690000|45.7687|11.0673|10.7|BULLETIN-INGV||||ML|3.4|--|4 km W Vallarsa (TN)
22825701|2019-08-08T11:25:31.442000|37.9072|29.718|18.6|SURVEY-INGV-A||||Mwp|6.0|--|Turkey
22826071|2019-08-08T12:51:47.530000|42.9797|13.139|12.7|BULLETIN-INGV||||ML|2.1|--|4 km N Ussita (MC)
22828751|2019-08-08T21:26:27.250000|38.4002|15.3097|130.5|BULLETIN-INGV||||ML|2.6|--|Tirreno Meridionale (MARE)
22829001|2019-08-09T00:12:42.840000|37.8697|14.1243|6.2|BULLETIN-INGV||||ML|2.0|--|3 km W Geraci Siculo (PA)
22829471|2019-08-09T03:15:39.640000|38.664|14.0912|8.9|BULLETIN-INGV||||ML|2.3|--|Tirreno Meridionale (MARE)
22829541|2019-08-09T03:26:58.840000|41.7013|14.1655|10.4|BULLETIN-INGV||||ML|2.0|--|1 km W Forlì del Sannio (IS)
22829591|2019-08-09T03:35:22.940000|35.5532|12.8703|6.0|BULLETIN-INGV||||ML|3.2|--|Lampedusa e Linosa (Agrigento)
22830791|2019-08-09T08:05:18.120000|37.532|17.422|50.0|BULLETIN-INGV||||ML|2.6|--|Mar Ionio Meridionale (MARE)
22832161|2019-08-09T11:48:16.610000|43.0612|13.2972|22.3|BULLETIN-INGV||||ML|3.0|--|3 km N Sarnano (MC)
22833541|2019-08-09T15:02:11.680000|45.0955|14.7028|10.0|BULLETIN-INGV||||ML|2.4|--|Costa Croata Settentrionale (CROAZIA)
22835491|2019-08-09T23:18:52.080000|37.2245|16.0682|20.7|BULLETIN-INGV||||ML|2.7|--|Mar Ionio Meridionale (MARE)
22836481|2019-08-10T05:07:52.700000|42.8955|13.1008|10.7|BULLETIN-INGV||||ML|2.0|--|4 km S Visso (MC)
22837051|2019-08-10T07:05:12.930000|40.7583|15.486|5.9|BULLETIN-INGV||||ML|2.8|--|1 km N Muro Lucano (PZ)
22839651|2019-08-10T15:04:40.220000|41.3762|13.9217|8.7|BULLETIN-INGV||||ML|2.0|--|3 km SE Rocca d'Evandro (CE)
22842561|2019-08-11T07:02:50.939000|34.323|25.0532|15.2|SURVEY-INGV-A||||mb|5.0|--|Crete, Greece [Sea: Greece]
22846811|2019-08-11T23:10:48.980000|42.9858|13.1453|10.7|BULLETIN-INGV||||ML|2.4|--|5 km N Ussita (MC)
23144161|2019-08-12T07:52:16.350000|41.198|9.4803|4.0|SURVEY-INGV||||Md|2.4|--|Costa Sarda nord-orientale (Olbia)
22848101|2019-08-12T07:57:04.551000|35.5289|25.4619|33.6|SURVEY-INGV-A||||mb|4.9|--|Crete, Greece [Sea: Greece]
22851121|2019-08-12T15:58:20.390000|44.3467|10.8307|18.8|BULLETIN-INGV||||ML|2.0|--|1 km NW Pavullo nel Frignano (MO)
22852831|2019-08-12T23:25:23.530000|38.5522|13.4297|15.3|BULLETIN-INGV||||ML|2.3|--|Tirreno Meridionale (MARE)
22855201|2019-08-13T11:17:17.200000|44.4612|9.8162|6.3|BULLETIN-INGV||||Mw|3.7|--|5 km SE Borgo Val di Taro (PR)
22855331|2019-08-13T12:15:02.760000|43.2252|10.8717|3.8|BULLETIN-INGV||||ML|2.4|--|3 km NW Castelnuovo di Val di Cecina (PI)
22855401|2019-08-13T12:26:09.210000|43.2015|10.8423|2.6|BULLETIN-INGV||||ML|2.7|--|5 km W Castelnuovo di Val di Cecina (PI)
22856951|2019-08-13T15:51:20.160000|38.6673|18.1362|16.0|BULLETIN-INGV||||ML|2.4|--|Mar Ionio Settentrionale (MARE)
22858031|2019-08-13T19:58:44.660000|46.3417|12.772|4.5|BULLETIN-INGV||||ML|2.4|--|4 km NW Tramonti di Sopra (PN)
22859251|2019-08-14T03:18:45.840000|42.0527|16.6227|21.6|BULLETIN-INGV||||ML|2.6|--|Adriatico Centrale (MARE)
22859471|2019-08-14T04:21:35.600000|38.5152|15.6333|88.2|BULLETIN-INGV||||ML|2.0|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
22859541|2019-08-14T04:57:07.300000|42.6473|13.1847|10.1|BULLETIN-INGV||||ML|2.1|--|4 km NE Cittareale (RI)
22859581|2019-08-14T05:00:20.350000|42.6468|13.1865|11.8|BULLETIN-INGV||||ML|2.0|--|4 km NE Cittareale (RI)
22859661|2019-08-14T05:24:21.880000|42.6447|13.1838|10.0|BULLETIN-INGV||||ML|2.7|--|3 km NE Cittareale (RI)
22859671|2019-08-14T05:24:36.370000|42.6383|13.1965|12.0|BULLETIN-INGV||||ML|2.7|--|4 km NE Cittareale (RI)
22861391|2019-08-14T09:44:31.830000|42.6435|13.1823|10.1|BULLETIN-INGV||||ML|2.4|--|3 km NE Cittareale (RI)
22861481|2019-08-14T09:56:22.910000|44.3897|10.6112|9.4|BULLETIN-INGV||||ML|2.7|--|3 km NW Montefiorino (MO)
22861631|2019-08-14T10:01:07.090000|38.5312|13.4128|15.7|BULLETIN-INGV||||ML|2.2|--|Tirreno Meridionale (MARE)
22862501|2019-08-14T12:40:23.710000|42.2422|14.8168|6.8|BULLETIN-INGV||||ML|2.0|--|Costa Abruzzese-Chieti (Chieti)
22863141|2019-08-14T14:34:41.420000|42.2285|14.8178|6.1|BULLETIN-INGV||||ML|2.0|--|Costa Abruzzese-Chieti (Chieti)
22864191|2019-08-14T18:11:04.440000|42.6398|13.179|10.2|BULLETIN-INGV||||Mw|3.3|--|3 km NE Cittareale (RI)
22864651|2019-08-14T18:37:23.120000|37.4988|13.9445|28.4|BULLETIN-INGV||||ML|2.2|--|4 km W San Cataldo (CL)
22864681|2019-08-14T18:42:37.460000|42.645|13.192|10.3|BULLETIN-INGV||||ML|2.3|--|4 km NE Cittareale (RI)
22865391|2019-08-14T20:06:11.150000|42.6403|13.1907|11.8|BULLETIN-INGV||||ML|2.5|--|3 km NE Cittareale (RI)
22865961|2019-08-14T21:39:09.110000|43.9842|13.3088|7.1|BULLETIN-INGV||||ML|2.2|--|Costa Marchigiana Pesarese (Pesaro-Urbino)
22866271|2019-08-14T23:26:22.240000|37.9555|15.9078|17.8|BULLETIN-INGV||||ML|3.2|--|3 km NW Bova Marina (RC)
22866501|2019-08-15T00:58:57.180000|40.2457|16.8708|21.4|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Lucana (Matera)
22866621|2019-08-15T01:56:19.550000|40.2397|16.8737|27.7|BULLETIN-INGV||||ML|2.1|--|Costa Ionica Lucana (Matera)
22868221|2019-08-15T09:53:49.580000|43.3827|13.004|7.4|BULLETIN-INGV||||ML|2.5|--|6 km W Poggio San Vicino (MC)
22868261|2019-08-15T09:54:57.690000|43.3798|12.9963|5.5|BULLETIN-INGV||||ML|2.3|--|7 km N Cerreto d'Esi (AN)
22869281|2019-08-15T12:53:05.300000|43.3817|12.9983|5.4|BULLETIN-INGV||||ML|2.7|--|7 km W Poggio San Vicino (MC)
22869511|2019-08-15T13:04:51.950000|43.3798|12.9912|6.0|BULLETIN-INGV||||ML|2.4|--|6 km N Cerreto d'Esi (AN)
22871091|2019-08-15T17:22:02.940000|40.4373|15.1367|9.1|BULLETIN-INGV||||ML|2.4|--|5 km NE Trentinara (SA)
22871301|2019-08-15T17:45:12.750000|39.6398|16.8083|13.6|BULLETIN-INGV||||Mw|3.6|--|Costa Ionica Cosentina (Cosenza)
22872671|2019-08-15T23:34:22.300000|38.7498|16.8128|34.8|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Catanzarese (Catanzaro)
22873691|2019-08-16T06:58:06.010000|38.456|15.4542|143.5|BULLETIN-INGV||||ML|2.7|--|Tirreno Meridionale (MARE)
22875491|2019-08-16T13:05:49.640000|45.2103|14.4392|8.0|BULLETIN-INGV||||ML|2.3|--|Costa Croata Settentrionale (CROAZIA)
22878331|2019-08-17T00:33:08.690000|37.0822|15.6343|9.7|BULLETIN-INGV||||ML|2.3|--|Costa Siracusana (Siracusa)
22878361|2019-08-17T00:38:03.590000|42.7722|13.2362|10.4|BULLETIN-INGV||||ML|2.2|--|5 km W Arquata del Tronto (AP)
22878631|2019-08-17T01:43:03.090000|42.7318|12.545|5.4|BULLETIN-INGV||||ML|3.0|--|4 km N Acquasparta (TR)
22879021|2019-08-17T03:02:26.960000|45.3945|14.3383|10.0|BULLETIN-INGV||||ML|2.1|--|Costa Croata Settentrionale (CROAZIA)
22882061|2019-08-17T16:52:19.500000|43.9288|11.825|6.4|BULLETIN-INGV||||Mw|3.5|--|7 km SE Premilcuore (FC)
22882141|2019-08-17T16:54:41.090000|43.9297|11.8255|6.3|BULLETIN-INGV||||ML|2.9|--|7 km SE Premilcuore (FC)
22882821|2019-08-17T18:04:29.170000|43.9298|11.8193|7.1|BULLETIN-INGV||||ML|2.2|--|6 km SE Premilcuore (FC)
22883331|2019-08-17T21:35:10.740000|38.7145|14.7475|299.8|BULLETIN-INGV||||ML|3.6|--|Isole Eolie (Messina)
22883481|2019-08-17T22:01:36.570000|43.9215|11.8342|6.7|BULLETIN-INGV||||Mw|3.4|--|7 km W Santa Sofia (FC)
22883851|2019-08-17T22:47:31.200000|43.9228|11.8338|7.0|BULLETIN-INGV||||ML|2.0|--|7 km W Santa Sofia (FC)
22887101|2019-08-18T13:50:22.740000|43.9987|11.3137|8.1|BULLETIN-INGV||||ML|2.0|--|4 km N Scarperia e San Piero (FI)
22889361|2019-08-19T05:18:09.840000|42.6352|13.0918|8.6|BULLETIN-INGV||||ML|2.3|--|6 km W Cittareale (RI)
22893261|2019-08-19T22:06:30.120000|38.1772|15.1268|7.4|BULLETIN-INGV||||ML|2.1|--|Costa Siciliana nord-orientale (Messina)
22893651|2019-08-20T02:25:20.910000|39.2342|17.1262|10.1|BULLETIN-INGV||||ML|2.0|--|Costa Ionica Crotonese (Crotone)
22894001|2019-08-20T04:00:10.300000|41.6632|15.9152|19.0|BULLETIN-INGV||||ML|2.0|--|4 km N Manfredonia (FG)
22894951|2019-08-20T07:11:58.700000|39.2298|17.0873|10.5|BULLETIN-INGV||||ML|2.2|--|5 km SE Strongoli (KR)
22894941|2019-08-20T07:12:02.810000|39.2012|17.1275|10.1|BULLETIN-INGV||||ML|2.9|--|10 km SE Strongoli (KR)
22895261|2019-08-20T08:15:47.810000|42.6408|13.0992|9.5|BULLETIN-INGV||||ML|2.1|--|6 km W Cittareale (RI)
22897481|2019-08-20T13:03:56.900000|-11.3977|166.223|64.8|SURVEY-INGV-A||||Mwp|6.4|--|Solomon Is. [Sea]
22897651|2019-08-20T13:48:13.250000|39.2173|17.1153|10.2|BULLETIN-INGV||||ML|2.2|--|8 km SE Strongoli (KR)
22897811|2019-08-20T14:25:17.250000|40.1093|15.4603|13.3|BULLETIN-INGV||||ML|2.1|--|2 km E Roccagloriosa (SA)
22900261|2019-08-21T03:34:56.200000|37.4392|16.2392|29.1|BULLETIN-INGV||||ML|2.0|--|Mar Ionio Meridionale (MARE)
22901721|2019-08-21T09:52:15.290000|42.6285|13.1312|11.0|BULLETIN-INGV||||ML|2.4|--|3 km W Cittareale (RI)
22902271|2019-08-21T11:44:40.010000|37.6782|15.1677|6.2|BULLETIN-INGV||||ML|2.9|--|3 km E Santa Venerina (CT)
22903421|2019-08-21T14:28:32.388000|-50.0977|139.266|19.5|SURVEY-INGV-A||||Mwp|6.0|--|Western Indian-Antarctic Ridge [Sea]
22904351|2019-08-21T17:50:39.280000|40.8193|15.2003|14.1|BULLETIN-INGV||||ML|2.1|--|2 km W Caposele (AV)
22904481|2019-08-21T18:00:30.250000|38.4313|15.0932|157.4|BULLETIN-INGV||||ML|2.9|--|Isole Eolie (Messina)
22904521|2019-08-21T18:04:27.280000|41.6127|11.6697|21.2|BULLETIN-INGV||||ML|3.3|--|Tirreno Centrale (MARE)
22905661|2019-08-22T01:44:32.540000|42.0287|16.3202|10.0|BULLETIN-INGV||||ML|2.1|--|Costa Garganica (Foggia)
22905751|2019-08-22T02:12:00.110000|41.095|14.0543|10.0|BULLETIN-INGV||||ML|2.4|--|3 km NE Cancello ed Arnone (CE)
22905871|2019-08-22T03:12:30.500000|37.3173|15.6987|10.0|BULLETIN-INGV||||ML|2.0|--|Mar Ionio Meridionale (MARE)
22905931|2019-08-22T03:20:31.890000|39.2075|17.1458|6.9|BULLETIN-INGV||||ML|3.1|--|10 km SE Strongoli (KR)
22908151|2019-08-22T10:56:35.410000|41.1887|14.0423|6.6|BULLETIN-INGV||||ML|2.7|--|1 km W Francolise (CE)
22913011|2019-08-22T19:27:13.619000|-14.5477|-177.151|10.2|SURVEY-INGV-A||||Mwp|6.0|--|Wallis & Futuna [Sea]
22917241|2019-08-23T08:38:33.920000|46.1452|7.5848|6.6|BULLETIN-INGV||||ML|2.5|--|Confine Italia-Svizzera (SVIZZERA)
22918741|2019-08-23T11:04:12.320000|43.1658|12.85|13.1|BULLETIN-INGV||||ML|2.3|--|7 km W Fiuminata (MC)
22919511|2019-08-23T12:11:10.080000|42.4605|13.3575|10.6|BULLETIN-INGV||||ML|2.1|--|6 km E Pizzoli (AQ)
22922831|2019-08-23T15:52:10.580000|37.7863|16.2248|36.6|BULLETIN-INGV||||ML|2.2|--|Costa Calabra sud-orientale (Reggio di Calabria)
22925281|2019-08-23T20:52:33.290000|42.5113|13.0152|13.0|BULLETIN-INGV||||ML|2.4|--|7 km W Posta (RI)
22926361|2019-08-24T07:44:55.220000|38.7377|15.6817|160.8|BULLETIN-INGV||||ML|2.3|--|Costa Calabra sud-occidentale (Catanzaro, Vibo Valentia, Reggio di Calabria)
22926731|2019-08-24T08:51:57.720000|44.3868|12.7632|26.1|BULLETIN-INGV||||ML|2.8|--|Costa Romagnola meridionale (Rimini, Forli-Cesena)
22927671|2019-08-24T12:30:12.850000|41.5712|15.5957|10.3|BULLETIN-INGV||||ML|2.6|--|12 km S Rignano Garganico (FG)
22931131|2019-08-24T15:51:28.000000|-14.294|167.131|125.8|SURVEY-INGV||||Mwp|6.0|--|Vanuatu Islands [Sea: Vanuatu]
22933761|2019-08-25T02:25:51.070000|37.793|14.6907|30.3|BULLETIN-INGV||||ML|2.1|--|6 km SW Cesarò (ME)
22934591|2019-08-25T07:42:47.830000|42.8132|13.3912|23.7|BULLETIN-INGV||||ML|2.2|--|5 km NW Acquasanta Terme (AP)
22936391|2019-08-25T13:23:09.180000|43.709|11.0268|11.2|BULLETIN-INGV||||ML|2.9|--|2 km S Montelupo Fiorentino (FI)
22938811|2019-08-25T16:36:13.870000|37.7353|15.1358|7.2|BULLETIN-INGV||||ML|2.8|--|1 km SW Sant'Alfio (CT)
22939341|2019-08-25T17:23:12.280000|37.7322|15.1243|8.5|BULLETIN-INGV||||ML|2.0|--|1 km NE Milo (CT)
22939401|2019-08-25T17:27:27.270000|37.7355|15.1212|7.7|BULLETIN-INGV||||ML|2.5|--|1 km N Milo (CT)
